pcd7,pcd8,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,oa21cd,oac11cd,oac11nm,wz11cd,wzc11cd,wzc11nm,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,soac11cd,soac11nm,ladcd,ladnm,ladnmw,laccd,lacnm
AB1 5HL,AB1  5HL,AB1 5HL,198001,199606,0,393308,802864,S00089164,8C3,Renting hard-pressed workers,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HN,AB1  5HN,AB1 5HN,198001,199606,0,393207,802844,S00089164,8C3,Renting hard-pressed workers,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HP,AB1  5HP,AB1 5HP,198001,199606,0,393284,802831,S00089164,8C3,Renting hard-pressed workers,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HQ,AB1  5HQ,AB1 5HQ,198001,199606,0,393378,802850,S00089164,8C3,Renting hard-pressed workers,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HR,AB1  5HR,AB1 5HR,198001,199606,0,393374,802930,S00089163,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HS,AB1  5HS,AB1 5HS,198001,199606,0,393292,802990,S00089163,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HT,AB1  5HT,AB1 5HT,198001,199606,0,393349,803033,S00089162,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5HX,AB1  5HX,AB1 5HX,198001,199606,0,393405,802950,S00089162,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JA,AB1  5JA,AB1 5JA,198001,199606,0,393464,802878,S00089165,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JB,AB1  5JB,AB1 5JB,198001,199606,0,393478,802984,S00089165,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JD,AB1  5JD,AB1 5JD,198001,199606,0,393583,803006,S00090604,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JJ,AB1  5JJ,AB1 5JJ,198001,199606,0,393677,803010,S00089166,7C1,Challenged transitionaries,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JL,AB1  5JL,AB1 5JL,198001,199606,0,393537,802885,S00089159,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JN,AB1  5JN,AB1 5JN,198001,199606,0,393473,802824,S00089159,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JP,AB1  5JP,AB1 5JP,198001,199606,0,393417,802759,S00089161,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JQ,AB1  5JQ,AB1 5JQ,198001,199606,0,393370,802760,S00089160,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JR,AB1  5JR,AB1 5JR,198001,199606,0,393282,802721,S00089155,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JS,AB1  5JS,AB1 5JS,198001,199606,0,393267,802688,S00089157,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JT,AB1  5JT,AB1 5JT,198001,199606,0,393242,802776,S00089155,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JU,AB1  5JU,AB1 5JU,198001,199606,0,393384,802690,S00089157,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5JX,AB1  5JX,AB1 5JX,198001,199606,0,393174,802730,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LA,AB1  5LA,AB1 5LA,198001,199606,0,393226,802670,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LB,AB1  5LB,AB1 5LB,198001,199606,0,393130,802634,S00090601,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LD,AB1  5LD,AB1 5LD,198001,199606,0,393061,802609,S00089158,8B2,Hard pressed rented terraces,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LE,AB1  5LE,AB1 5LE,198001,199606,0,393349,802646,S00089157,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LJ,AB1  5LJ,AB1 5LJ,198001,199606,0,393155,802584,S00090601,7C1,Challenged transitionaries,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LL,AB1  5LL,AB1 5LL,198001,199606,0,393245,802616,S00090602,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LN,AB1  5LN,AB1 5LN,198001,199606,0,393226,802521,S00090602,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LP,AB1  5LP,AB1 5LP,198001,199606,0,393313,802659,S00089157,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LQ,AB1  5LQ,AB1 5LQ,198001,199606,0,393234,802470,S00089130,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LR,AB1  5LR,AB1 5LR,198001,199606,0,393144,802493,S00089130,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LS,AB1  5LS,AB1 5LS,198001,199606,0,393116,802452,S00089158,8B2,Hard pressed rented terraces,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LT,AB1  5LT,AB1 5LT,198001,199606,0,393112,802423,S00089131,8C3,Renting hard-pressed workers,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5LX,AB1  5LX,AB1 5LX,198001,199606,0,393186,802408,S00089130,8B2,Hard pressed rented terraces,S34002986,D1,Non-metropolitan suburban areas,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NA,AB1  5NA,AB1 5NA,198001,199606,0,393796,803326,S00089174,7C1,Challenged transitionaries,S34003133,D1,Non-metropolitan suburban areas,S01006607,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NB,AB1  5NB,AB1 5NB,198001,199606,0,393789,803226,S00089170,7A1,Transitional Eastern European neighbourhood,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5ND,AB1  5ND,AB1 5ND,198001,199606,0,393768,803145,S00089170,7A1,Transitional Eastern European neighbourhood,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NJ,AB1  5NJ,AB1 5NJ,198001,199606,0,393699,803150,S00089172,7C1,Challenged transitionaries,S34002965,F3,Rural with mining or quarrying,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NL,AB1  5NL,AB1 5NL,198001,199606,0,393685,803183,S00089172,7C1,Challenged transitionaries,S34002965,F3,Rural with mining or quarrying,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NN,AB1  5NN,AB1 5NN,198001,199606,0,393772,803310,S00089175,7B1,Eastern European communities,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NP,AB1  5NP,AB1 5NP,198001,199606,0,393734,803431,S00089175,7B1,Eastern European communities,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NQ,AB1  5NQ,AB1 5NQ,198001,199606,0,393668,803481,S00089173,7C1,Challenged transitionaries,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NR,AB1  5NR,AB1 5NR,198001,199606,0,393631,803520,S00089145,8B2,Hard pressed rented terraces,S34003133,D1,Non-metropolitan suburban areas,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NS,AB1  5NS,AB1 5NS,198001,199606,0,393652,803447,S00089173,7C1,Challenged transitionaries,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NT,AB1  5NT,AB1 5NT,198001,199606,0,393648,803384,S00089169,8C3,Renting hard-pressed workers,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5NX,AB1  5NX,AB1 5NX,198001,199606,0,393531,803375,S00089169,8C3,Renting hard-pressed workers,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PA,AB1  5PA,AB1 5PA,198001,199606,0,393484,803421,S00089173,7C1,Challenged transitionaries,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PB,AB1  5PB,AB1 5PB,198001,199606,0,393336,803292,S00089146,7A1,Transitional Eastern European neighbourhood,S34003133,D1,Non-metropolitan suburban areas,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PD,AB1  5PD,AB1 5PD,198001,199606,0,393272,803218,S00089146,7A1,Transitional Eastern European neighbourhood,S34003133,D1,Non-metropolitan suburban areas,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PJ,AB1  5PJ,AB1 5PJ,198001,199606,0,393307,803142,S00090599,7B1,Eastern European communities,S34003118,D2,Primarily residential suburbs,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PL,AB1  5PL,AB1 5PL,198001,199606,0,393295,803078,S00089147,7B1,Eastern European communities,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PN,AB1  5PN,AB1 5PN,198001,199606,0,393300,803044,S00089147,7B1,Eastern European communities,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PP,AB1  5PP,AB1 5PP,198001,199606,0,393402,803052,S00089165,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PQ,AB1  5PQ,AB1 5PQ,198001,199606,0,393533,803064,S00090604,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PR,AB1  5PR,AB1 5PR,198001,199606,0,393505,803048,S00090603,7A3,Multi-ethnic hardship,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PS,AB1  5PS,AB1 5PS,198001,199606,0,393629,803072,S00090604,8B2,Hard pressed rented terraces,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PT,AB1  5PT,AB1 5PT,198001,199606,0,393708,803079,S00089172,7C1,Challenged transitionaries,S34002965,F3,Rural with mining or quarrying,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5PX,AB1  5PX,AB1 5PX,198001,199606,0,393823,803088,S00089166,7C1,Challenged transitionaries,S34002965,F3,Rural with mining or quarrying,S01006610,,S02001254,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QA,AB1  5QA,AB1 5QA,198001,199606,0,393812,803129,S00089171,7B2,Deprived neighbourhoods,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QB,AB1  5QB,AB1 5QB,198001,199606,0,393821,803175,S00089171,7B2,Deprived neighbourhoods,S34003133,D1,Non-metropolitan suburban areas,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QD,AB1  5QD,AB1 5QD,198001,199606,0,393398,803823,S00089141,5B3,Self-sufficient retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QJ,AB1  5QJ,AB1 5QJ,198001,199606,0,393388,803770,S00089139,7C3,Outer city hardship,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QL,AB1  5QL,AB1 5QL,198001,199606,0,393252,803686,S00089140,7C3,Outer city hardship,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QN,AB1  5QN,AB1 5QN,198001,199606,0,393305,803673,S00089140,7C3,Outer city hardship,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QP,AB1  5QP,AB1 5QP,198001,199606,0,393191,803556,S00089141,5B3,Self-sufficient retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QQ,AB1  5QQ,AB1 5QQ,198001,199606,0,393442,803657,S00089143,5B2,Communal retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QR,AB1  5QR,AB1 5QR,198001,199606,0,393601,803678,S00089143,5B2,Communal retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QS,AB1  5QS,AB1 5QS,198001,199606,0,393589,803598,S00089142,7A1,Transitional Eastern European neighbourhood,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QT,AB1  5QT,AB1 5QT,198001,199606,0,393337,803522,S00089142,7A1,Transitional Eastern European neighbourhood,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QU,AB1  5QU,AB1 5QU,198904,199606,0,393484,803742,S00089138,7D4,Retired city hardship,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5QX,AB1  5QX,AB1 5QX,198001,199606,0,393632,803550,S00089145,8B2,Hard pressed rented terraces,S34003133,D1,Non-metropolitan suburban areas,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RA,AB1  5RA,AB1 5RA,198001,199606,0,393261,803311,S00089146,7A1,Transitional Eastern European neighbourhood,S34003133,D1,Non-metropolitan suburban areas,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RB,AB1  5RB,AB1 5RB,198001,199606,0,393257,803164,S00090599,7B1,Eastern European communities,S34003118,D2,Primarily residential suburbs,S01006605,,S02001253,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RD,AB1  5RD,AB1 5RD,198001,199606,0,393207,803217,S00090600,8B1,Deprived blue-collar terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RE,AB1  5RE,AB1 5RE,198001,199606,0,393138,802380,S00089131,8C3,Renting hard-pressed workers,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RF,AB1  5RF,AB1 5RF,198001,199606,0,393058,802360,S00089131,8C3,Renting hard-pressed workers,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RG,AB1  5RG,AB1 5RG,198001,199606,0,393138,802142,S00089129,5B1,Delayed retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RH,AB1  5RH,AB1 5RH,198001,199606,0,393153,802256,S00089132,5B3,Self-sufficient retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RJ,AB1  5RJ,AB1 5RJ,198001,199606,0,393177,803246,S00089134,8B2,Hard pressed rented terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RL,AB1  5RL,AB1 5RL,198001,199606,0,393139,803309,S00089134,8B2,Hard pressed rented terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RN,AB1  5RN,AB1 5RN,198001,199606,0,393289,803522,S00089144,8B2,Hard pressed rented terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RP,AB1  5RP,AB1 5RP,198001,199606,0,393199,803502,S00089144,8B2,Hard pressed rented terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RQ,AB1  5RQ,AB1 5RQ,198001,199606,0,393084,803295,S00089133,8C1,Ageing industrious workers,S34003118,D2,Primarily residential suburbs,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RR,AB1  5RR,AB1 5RR,198001,199606,0,393163,803110,S00090600,8B1,Deprived blue-collar terraces,S34003118,D2,Primarily residential suburbs,S01006604,,S02001253,,4A,Challenged white communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RS,AB1  5RS,AB1 5RS,197308,199512,0,393100,802400,S00089131,8C3,Renting hard-pressed workers,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RT,AB1  5RT,AB1 5RT,198001,199606,0,393067,802411,S00089158,8B2,Hard pressed rented terraces,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RU,AB1  5RU,AB1 5RU,198001,199606,0,393120,802289,S00089132,5B3,Self-sufficient retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RW,AB1  5RW,AB1 5RW,198001,199606,0,393093,802268,S00089132,5B3,Self-sufficient retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RX,AB1  5RX,AB1 5RX,198001,199606,0,393070,802532,S00089158,8B2,Hard pressed rented terraces,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RY,AB1  5RY,AB1 5RY,198001,199606,0,393067,802309,S00089131,8C3,Renting hard-pressed workers,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5RZ,AB1  5RZ,AB1 5RZ,198001,199606,0,393097,802227,S00089132,5B3,Self-sufficient retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SA,AB1  5SA,AB1 5SA,198001,199606,0,393026,802562,S00089158,8B2,Hard pressed rented terraces,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SB,AB1  5SB,AB1 5SB,198001,199606,0,393121,802690,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SD,AB1  5SD,AB1 5SD,198001,199606,0,393080,802763,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SE,AB1  5SE,AB1 5SE,198101,199606,0,393042,802050,S00089129,5B1,Delayed retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SF,AB1  5SF,AB1 5SF,198101,199606,0,393068,802132,S00089129,5B1,Delayed retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SJ,AB1  5SJ,AB1 5SJ,198001,199606,0,393169,802790,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SL,AB1  5SL,AB1 5SL,198001,199606,0,393152,802834,S00089156,7A1,Transitional Eastern European neighbourhood,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SN,AB1  5SN,AB1 5SN,198001,199606,0,393219,802916,S00089154,7C3,Outer city hardship,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SP,AB1  5SP,AB1 5SP,198001,199606,0,393224,803015,S00089150,7A3,Multi-ethnic hardship,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SQ,AB1  5SQ,AB1 5SQ,198001,199606,0,393182,802987,S00089150,7A3,Multi-ethnic hardship,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SR,AB1  5SR,AB1 5SR,198001,199606,0,393133,802993,S00089150,7A3,Multi-ethnic hardship,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
